Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Gyarados (Shadow),74.3,130,water,flying,130.8,108,121,1708726,16.5,1498,Waterfall,Aqua Tail,Crunch,5,6,1,10000
Haxorus,74.3,612,dragon,none,151.1,95.7,102,1475018,15,1496,Dragon Tail,Breaking Swipe,Surf,4,5,5,75000
Pumpkaboo (Super),74.3,710,ghost,grass,111.8,113.4,141,1787612,50,1414,Astonish,Grass Knot,Foul Play,5,5,5,75000
Rhyhorn,74.3,111,ground,rock,113.4,110.2,158,1974352,38.5,1499,Mud Slap,Bulldoze,Stomp,5,4,3,50000
Salamence (Shadow),74.3,373,dragon,flying,142.9,92.6,117,1548425,14.5,1490,Dragon Tail,Fly,Outrage,5,7,5,75000
Vullaby,74.3,629,dark,flying,100.8,129.4,157,2048662,50,1437,Air Slash,Brave Bird,Foul Play,7,5,5,75000
Sneasler,74.2,903,fighting,poison,146,95.3,110,1529893,17,1495,Shadow Claw,Close Combat,Aerial Ace,6,5,5,75000
Armarouge,74,936,fire,psychic,133.6,110.6,114,1684722,17.5,1500,Incinerate,Psyshock,Flame Charge,3,3,5,50000
Dusclops (Shadow),74,356,ghost,none,103.1,198.9,106,2173343,43,1498,Hex,Ice Punch,Poltergeist,4,7,3,50000
Empoleon (Shadow),74,395,water,steel,125.8,115.9,122,1777988,19,1500,Metal Claw,Hydro Cannon,Drill Peck,6,6,3,10000
Kingdra (Shadow),74,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Linoone,74,264,normal,none,114.6,112.2,152,1953755,39,1497,Shadow Claw,Grass Knot,Dig,7,7,1,10000
Linoone (Galarian) (Shadow),74,264,dark,normal,114.6,112.2,152,1953755,39,1497,Snarl,Body Slam,Dig,3,4,1,10000
Metang,74,375,steel,psychic,108.9,145.5,129,2043486,35,1494,Metal Claw,Psyshock,Gyro Ball,7,9,5,75000
Crustle,73.9,558,bug,rock,120.9,134.1,114,1848465,22,1499,Fury Cutter,X-Scissor,Rock Slide,10,12,1,10000
Golem,73.9,76,rock,ground,125.2,121.7,117,1782513,19,1497,Mud Slap,Stone Edge,Rock Blast,6,4,1,10000
Grimer (Alolan) (Shadow),73.9,88,poison,dark,123.6,86,171,1818779,49,1500,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Kricketune,73.9,402,bug,none,127.7,88,155,1742826,38,1492,Fury Cutter,X-Scissor,Aerial Ace,10,10,1,10000
Maushold,73.9,925,normal,none,117.3,123.7,132,1915269,29,1500,Mud Shot,Swift,Crunch,5,6,1,10000
Poliwhirl (Shadow),73.9,61,water,none,115.1,114.3,148,1947108,50,1500,Bubble,Scald,Mud Bomb,5,4,3,50000
Prinplup,73.9,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Purugly,73.9,432,normal,none,125.5,105.5,133,1762021,28.5,1489,Shadow Claw,Aerial Ace,Thunder,5,8,3,50000
Raikou,73.9,243,electric,none,130.9,110.1,118,1700490,16,1492,Thunder Shock,Wild Charge,Shadow Ball,5,7,20,100000
Staravia,73.9,397,normal,flying,131.9,91.6,135,1631281,50,1468,Quick Attack,Brave Bird,Fly,7,6,1,10000
Nidoking (Shadow),73.7,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Castform,73.6,351,normal,none,113.4,119.6,146,1979669,38.5,1499,Hex,Weather Ball (Rock),Energy Ball,3,5,5,75000
Chandelure (Shadow),73.6,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Darumaka (Shadow),73.6,554,fire,none,132,83.5,154,1697707,49,1499,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Deoxys (Defense),73.6,386,psychic,none,101,221.5,98,2192628,23.5,1491,Counter,Psycho Boost,Thunderbolt,6,10,20,100000
Garchomp (Shadow),73.6,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Heliolisk,73.6,695,electric,normal,137.1,112,105,1612926,21,1493,Volt Switch,Breaking Swipe,Parabolic Charge,3,4,3,50000
Lopunny,73.6,428,normal,none,112.1,146.4,121,1985734,27.5,1493,Double Kick,Triple Axel,Focus Blast,4,7,3,50000
Corsola,73.4,222,water,rock,109.3,141.6,133,2057200,47.5,1500,Bubble,Power Gem,Rock Blast,5,4,3,50000
Sceptile,73.4,254,grass,none,136.9,108.5,110,1633945,19.5,1497,Bullet Seed,Leaf Blade,Earthquake,3,5,3,10000
Shiinotic,73.4,756,grass,fairy,116.8,132.3,124,1915843,30.5,1497,Astonish,Moonblast,Seed Bomb,6,5,3,50000
Staravia (Shadow),73.4,397,normal,flying,131.9,91.6,135,1631281,50,1468,Quick Attack,Brave Bird,Fly,7,6,1,10000
Articuno,73.3,144,ice,flying,113.2,143.6,122,1983584,18.5,1500,Ice Shard,Triple Axel,Ancient Power,5,5,20,100000
Drilbur,73.3,529,ground,none,139.5,81.9,141,1610077,49,1499,Mud Slap,Drill Run,Rock Tomb,5,6,3,50000
Grotle (Shadow),73.3,388,grass,none,118.3,116.1,138,1895093,30.5,1497,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Haunter (Shadow),73.3,93,ghost,poison,161.2,85.5,100,1378532,28,1493,Shadow Claw,Ice Punch,Shadow Ball,5,7,3,50000
Poipole,73.3,803,poison,none,119.7,113.6,137,1862719,36,1495,Poison Jab,Sludge Bomb,Fell Stinger,8,5,20,100000
Dolliv,73.1,929,grass,normal,119.3,121.8,129,1875490,50,1498,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Frigibax,73.1,996,dragon,ice,125.2,84.9,149,1583298,50,1410,Ice Fang,Avalanche,Dragon Claw,8,6,5,75000
Golduck (Shadow),73.1,55,water,none,125.5,112.2,127,1787063,22.5,1499,Water Gun,Cross Chop,Liquidation,12,15,3,50000
Hariyama,73.1,297,fighting,none,125.6,75.5,186,1764581,19.5,1492,Force Palm,Close Combat,Heavy Slam,5,5,3,50000
Slurpuff,73.1,685,fairy,none,117.4,118.1,138,1912211,25.5,1499,Fairy Wind,Play Rough,Energy Ball,7,7,3,50000
Torterra (Shadow),73.1,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Beedrill (Shadow),73,15,bug,poison,127.6,106.2,129,1749201,31,1494,Poison Jab,X-Scissor,Drill Run,6,7,1,10000
Ivysaur,73,2,grass,poison,118.6,121.7,130,1876886,36.5,1493,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Froslass (Shadow),72.8,478,ice,ghost,122.6,115.6,128,1813850,27.5,1496,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Klang,72.8,600,steel,none,114.1,137,125,1954283,31.5,1494,Thunder Shock,Thunderbolt,Vise Grip,7,5,5,75000
Purugly (Shadow),72.8,432,normal,none,125.5,105.5,133,1762021,28.5,1489,Shadow Claw,Aerial Ace,Thunder,5,8,3,50000
Regice (Shadow),72.8,378,ice,none,103.7,180.2,115,2149641,18,1497,Lock On,Blizzard,Thunder,15,12,20,100000
Sirfetch'd,72.8,865,fighting,none,145.9,107.4,98,1536689,18.5,1499,Counter,Leaf Blade,Night Slash,6,6,3,50000
Garchomp,72.7,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Vibrava,72.7,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Seviper,72.5,336,poison,none,138.8,89.5,130,1616076,27,1500,Poison Jab,Crunch,Poison Fang,7,6,3,50000
Bronzong,72.4,437,steel,psychic,111.3,151.8,119,2010401,25.5,1498,Confusion,Psyshock,Payback,4,5,3,50000
Buneary,72.4,427,normal,none,121.8,100.8,135,1658639,50,1423,Quick Attack,Swift,Fire Punch,5,5,3,50000
Sneasler (Shadow),72.4,903,fighting,poison,146,95.3,110,1529893,17,1495,Shadow Claw,Close Combat,Aerial Ace,6,5,5,75000
Wormadam (Trash),72.4,413,bug,steel,105.2,150.9,134,2126928,42.5,1500,Confusion,Bug Buzz,Iron Head,5,5,1,10000
Basculin,72.2,550,water,none,134,96.5,129,1667480,27,1495,Water Gun,Aqua Tail,Muddy Water,12,12,1,10000
Electabuzz,72.2,125,electric,none,130.9,112.6,115,1694299,24,1490,Thunder Shock,Thunder Punch,Return,5,8,5,75000
Articuno (Galarian),72.1,144,psychic,flying,134.1,108.3,115,1671021,15.5,1498,Psycho Cut,Ancient Power,Brave Bird,5,7,20,100000
Elekid,72.1,239,electric,none,126,97.5,120,1474345,50,1364,Thunder Shock,Thunder Punch,Brick Break,5,5,5,10000
Heatmor,72.1,631,fire,none,133.3,91.6,136,1660290,23,1489,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Misdreavus (Shadow),72.1,200,ghost,none,124.1,119,122,1801213,29.5,1498,Astonish,Dark Pulse,Shadow Sneak,5,5,3,50000
Probopass,72.1,476,rock,steel,96.8,200,119,2305422,28,1497,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Pumpkaboo (Large),72.1,710,ghost,grass,113.4,115.1,133,1736900,50,1406,Astonish,Grass Knot,Foul Play,5,5,5,75000
Ho-Oh (Shadow),72,250,fire,flying,123.6,128.2,114,1806501,14.5,1500,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Kingdra,72,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Pawniard,72,624,dark,steel,132,107.8,118,1678084,49,1492,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Piloswine (Shadow),72,221,ice,ground,121.1,98.2,155,1842165,24,1497,Powder Snow,Avalanche,High Horsepower,6,8,3,50000
Shelgon (Shadow),72,372,dragon,none,123.3,118.4,123,1795453,27.5,1493,Dragon Breath,Flamethrower,Dragon Pulse,19,20,5,75000
Ceruledge,71.8,937,fire,ghost,136.9,114,105,1638875,17.5,1498,Incinerate,Shadow Ball,Flame Charge,3,3,5,50000
Exeggutor (Alolan) (Shadow),71.8,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Lairon (Shadow),71.8,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Claw,Rock Slide,Body Slam,7,5,1,10000
Latias (Shadow),71.8,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Sandshrew (Alolan) (Shadow),71.8,27,ice,steel,117.6,121,127,1807853,50,1462,Powder Snow,Night Slash,Blizzard,5,10,3,50000
Revavroom,71.7,966,steel,poison,135.7,106.6,114,1648064,19,1499,Poison Jab,Overheat,Acid Spray,8,7,3,50000
Sneasel (Hisuian) (Shadow),71.7,215,fighting,poison,135.5,110.7,110,1649923,26.5,1499,Poison Jab,Close Combat,Aerial Ace,7,6,3,50000
Articuno (Shadow),71.5,144,ice,flying,113.2,143.6,122,1983584,18.5,1500,Ice Shard,Triple Axel,Ancient Power,5,5,20,100000
Bayleef (Shadow),71.5,153,grass,none,105.6,141.6,141,2107468,49.5,1494,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Grovyle (Shadow),71.5,253,grass,none,137.4,101.7,117,1633904,37.5,1499,Bullet Seed,Leaf Blade,Aerial Ace,3,4,3,10000
Mew,71.5,151,psychic,none,120.5,119.4,129,1855163,16.5,1498,Shadow Claw,Wild Charge,Surf,6,6,20,100000
Meganium (Shadow),71.4,154,grass,none,111.5,138.4,130,2005358,23,1499,Vine Whip,Frenzy Plant,Earthquake,6,9,3,10000
Metang (Shadow),71.4,375,steel,psychic,108.9,145.5,129,2043486,35,1494,Metal Claw,Psyshock,Gyro Ball,7,9,5,75000
Scyther,71.4,123,bug,flying,134.9,110.7,111,1657053,20.5,1496,Fury Cutter,Aerial Ace,Night Slash,10,9,5,75000
Shelgon,71.4,372,dragon,none,123.3,118.4,123,1795453,27.5,1493,Dragon Breath,Flamethrower,Twister,19,15,5,75000
Croconaw (Shadow),71.2,159,water,none,118.8,118.8,134,1891327,35,1499,Water Gun,Ice Punch,Crunch,14,15,3,10000
Darmanitan (Standard) (Shadow),71.2,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Rock Slide,Overheat,3,3,3,50000
Entei (Shadow),71.2,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Ho-Oh,71.2,250,fire,flying,123.6,128.2,114,1806501,14.5,1500,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Huntail,71.2,367,water,none,131.5,126.3,102,1694679,24,1498,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Palossand,71.2,770,ghost,ground,116.6,120.4,136,1909914,23,1494,Astonish,Scorching Sands,Shadow Ball,5,6,3,50000
Wobbuffet,71.2,202,psychic,none,63,101.7,333,2133829,50,1160,Counter,Return,Mirror Coat,12,10,3,50000
Toxicroak (Shadow),71.1,454,poison,fighting,136.6,91.5,131,1636876,22,1498,Counter,Mud Bomb,Shadow Ball,7,10,3,50000
Darumaka,70.9,554,fire,none,132,83.5,154,1697707,49,1499,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Scolipede,70.9,545,bug,poison,132.6,121.1,105,1686037,23,1495,Poison Jab,X-Scissor,Sludge Bomb,6,8,1,10000
Shellos,70.9,422,water,none,99.2,100.8,166,1659740,50,1284,Mud Slap,Mud Bomb,Body Slam,4,4,3,50000
Croconaw,70.8,159,water,none,118.8,118.8,134,1891327,35,1499,Water Gun,Ice Punch,Crunch,14,15,3,10000
Kartana,70.8,798,grass,steel,170.7,98.8,78,1316087,15,1500,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Sneasel (Hisuian),70.8,215,fighting,poison,135.5,110.7,110,1649923,26.5,1499,Poison Jab,Close Combat,Aerial Ace,7,6,3,50000
Bouffalant,70.6,626,normal,none,118.9,115.9,136,1873804,20,1496,Mud Shot,Stomp,Megahorn,5,7,3,50000
Cloyster,70.6,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Cubone,70.6,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Return,4,7,3,50000
Darmanitan (Standard),70.6,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Rock Slide,Overheat,3,3,3,50000
Lumineon,70.6,457,water,none,109.5,137.2,136,2042625,33,1497,Water Gun,Water Pulse,Silver Wind,19,15,3,50000
Pumpkaboo (Average),70.6,710,ghost,grass,114.3,116,126,1669772,50,1381,Astonish,Grass Knot,Foul Play,5,5,5,75000
Sceptile (Shadow),70.6,254,grass,none,136.9,108.5,110,1633945,19.5,1497,Bullet Seed,Leaf Blade,Earthquake,3,5,3,10000
Staraptor,70.6,398,normal,flying,140.4,90.8,124,1581461,19.5,1492,Quick Attack,Fly,Close Combat,6,6,1,10000
Vanillish,70.6,583,ice,none,124.1,119.3,122,1805667,41,1499,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Crobat,70.5,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Zapdos (Galarian),70.5,145,fighting,flying,135.2,106.2,115,1651425,15.5,1495,Counter,Ancient Power,Brave Bird,8,10,20,100000
Blaziken,70.3,257,fire,fighting,144.4,90.8,118,1547820,19,1496,Fire Spin,Blaze Kick,Blast Burn,4,5,3,10000
Crawdaunt,70.3,342,water,dark,144.5,96.9,110,1540695,22.5,1497,Snarl,Night Slash,Scald,3,4,3,50000
Klinklang,70.3,601,steel,none,124.9,140.2,102,1785632,21,1494,Thunder Shock,Mirror Shot,Zap Cannon,4,9,5,75000
Linoone (Galarian),70.3,264,dark,normal,114.6,112.2,152,1953755,39,1497,Snarl,Body Slam,Dig,3,4,1,10000
Mankey (Shadow),70.2,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Registeel (Shadow),70.2,379,steel,none,95.5,189.6,130,2353244,23,1499,Lock On,Focus Blast,Zap Cannon,15,16,20,100000
Aerodactyl (Shadow),70,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Blaziken (Shadow),70,257,fire,fighting,144.4,90.8,118,1547820,19,1496,Fire Spin,Blaze Kick,Blast Burn,4,5,3,10000
Cacturne,70,332,grass,dark,148.9,83.5,121,1505536,23.5,1498,Sucker Punch,Trailblaze,Dark Pulse,7,8,3,50000
Hitmonchan (Shadow),70,107,fighting,none,128.2,137.3,98,1725104,23.5,1490,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Ivysaur (Shadow),69.9,2,grass,poison,120.3,121.1,128,1864071,37.5,1497,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Rufflet,69.9,627,normal,flying,126.3,91.1,153,1759870,46,1492,Wing Attack,Brave Bird,Fly,8,7,5,75000
Alomomola,69.7,594,water,none,96.7,98.8,240,2292831,26,1490,Waterfall,Hydro Pump,Blizzard,10,10,5,75000
Armaldo (Shadow),69.7,348,rock,bug,133.3,110.9,113,1670643,19.5,1497,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Carnivine,69.7,455,grass,none,130.2,101.2,130,1712621,25.5,1498,Vine Whip,Crunch,Power Whip,6,7,5,75000
Charmeleon (Shadow),69.7,5,fire,none,127.1,109.1,127,1760642,39,1496,Fire Fang,Fire Punch,Flamethrower,7,10,3,10000
Crobat (Shadow),69.7,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Glalie,69.7,362,ice,none,115.2,120.1,140,1937229,27,1498,Ice Shard,Avalanche,Shadow Ball,5,6,3,50000
Groudon (Shadow),69.7,383,ground,none,135.5,116.8,105,1661817,13.5,1500,Mud Shot,Precipice Blades,Fire Punch,8,5,20,100000
Fletchinder,69.6,662,fire,flying,123,103.2,142,1801392,47,1492,Ember,Fly,Aerial Ace,8,7,1,10000
Probopass (Shadow),69.6,476,rock,steel,97.4,197.6,119,2289182,27.5,1493,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Arboliva,69.4,930,grass,normal,129.9,115.5,115,1724594,18.5,1499,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Crawdaunt (Shadow),69.4,342,water,dark,144.5,96.9,110,1540695,22.5,1497,Snarl,Night Slash,Scald,3,4,3,50000
Gloom,69.4,44,grass,poison,122.6,114.9,130,1830873,37.5,1500,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Houndoom (Shadow),69.4,229,dark,fire,140.8,94.9,119,1589764,21,1498,Fire Fang,Crunch,Flamethrower,8,10,3,50000
Beartic,69.3,614,ice,none,134.9,94.6,129,1646922,18,1491,Powder Snow,Ice Punch,Liquidation,5,6,3,50000
Bombirdier,69.3,962,flying,dark,128,115.3,118,1741817,22.5,1496,Wing Attack,Fly,Payback,7,9,5,75000
Espeon,69.3,196,psychic,none,147.6,104.1,98,1505910,17,1491,Confusion,Psychic Fangs,Shadow Ball,3,5,5,75000
Milotic,69.3,350,water,none,113.2,132.2,132,1974479,18.5,1495,Dragon Tail,Surf,Blizzard,5,9,5,75000
Tsareena,69.3,763,grass,none,131.6,119.9,108,1704753,19,1499,Magical Leaf,Triple Axel,High Jump Kick,5,6,3,10000
Ursaluna,69.3,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Durant,69.1,632,bug,steel,135.9,121.2,100,1647192,21,1499,Metal Claw,X-Scissor,Stone Edge,6,8,3,50000
Gourgeist (Super),69.1,711,ghost,grass,115.8,128.8,130,1939976,21.5,1499,Hex,Shadow Ball,Seed Bomb,5,4,5,75000
Moltres,69.1,146,fire,flying,136.3,102.6,117,1635633,16,1493,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Sandshrew,69.1,27,ground,none,118.5,113.4,127,1706968,50,1426,Sand Attack,Dig,Rock Slide,13,12,3,50000
Cherrim (Sunshine),69,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Drakloak,69,886,dragon,ghost,131,92.6,141,1710626,39,1498,Astonish,Shadow Ball,Outrage,6,6,5,75000
Drampa,69,780,normal,dragon,136.8,104.2,114,1625878,19,1492,Dragon Breath,Fly,Outrage,15,20,5,75000
Gourgeist (Large),69,711,ghost,grass,116.6,136.9,121,1930877,22.5,1500,Hex,Shadow Ball,Seed Bomb,5,4,5,75000
Moltres (Shadow),69,146,fire,flying,136.3,102.6,117,1635633,16,1493,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Oddish (Shadow),69,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Parasect,69,47,bug,grass,124.2,118.3,122,1792012,30.5,1495,Fury Cutter,X-Scissor,Cross Poison,10,9,3,50000
Porygon2 (Shadow),69,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Victini,69,494,psychic,fire,120.5,119.4,129,1855163,16.5,1498,Quick Attack,V-Create,Psychic,5,7,20,100000
Hitmonchan,68.8,107,fighting,none,128.2,137.3,98,1725104,23.5,1490,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Salamence,68.8,373,dragon,flying,142.9,92.6,117,1548425,14.5,1490,Dragon Tail,Fly,Outrage,5,7,5,75000
Tyranitar (Shadow),68.8,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Nidoking,68.7,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Typhlosion (Hisuian),68.7,157,fire,ghost,142.8,103.4,106,1564157,20,1500,Hex,Fire Punch,Shadow Ball,4,5,3,10000
Vileplume,68.7,45,grass,poison,129.1,110.9,121,1732053,22,1498,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Armaldo,68.5,348,rock,bug,133.3,110.9,113,1670643,19.5,1497,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Cloyster (Shadow),68.5,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Frogadier,68.4,657,water,none,135.4,99.2,123,1653012,39.5,1500,Bubble,Surf,Aerial Ace,5,4,3,10000
Pinsir,68.4,127,bug,none,141.3,111.5,101,1591266,18.5,1500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Quaxwell,68.4,913,water,none,124.7,103.1,139,1786476,32.5,1496,Water Gun,Liquidation,Aerial Ace,15,14,3,10000
Gourgeist (Average),68.2,711,ghost,grass,116.6,147,112,1919131,23.5,1500,Hex,Shadow Ball,Seed Bomb,5,4,5,75000
Scolipede (Shadow),68.2,545,bug,poison,132.6,121.1,105,1686037,23,1495,Poison Jab,X-Scissor,Sludge Bomb,6,8,1,10000
Tangrowth,68.2,465,grass,none,121.8,112,135,1842421,18.5,1498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Darumaka (Galarian),68.1,554,ice,none,132,83.5,154,1697707,49,1499,Ice Fang,Ice Punch,Ice Beam,7,10,3,50000
Gourgeist (Small),68.1,711,ghost,grass,117,153.4,106,1903085,24.5,1495,Hex,Shadow Ball,Seed Bomb,5,4,5,75000
Mightyena (Shadow),68.1,262,dark,none,125.9,104.3,134,1759749,29,1491,Thunder Fang,Crunch,Poison Fang,8,7,1,10000
Pinsir (Shadow),68.1,127,bug,none,141.3,111.5,101,1591266,18.5,1500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Torkoal,68.1,324,fire,none,107.6,151.3,127,2067715,27,1491,Fire Spin,Overheat,Earthquake,6,7,3,50000
Electrode,68,101,electric,none,123.1,127.2,116,1816610,26.5,1496,Volt Switch,Discharge,Foul Play,3,3,3,50000
Exploud,68,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Frillish,68,592,water,ghost,109.2,125.2,135,1846427,50,1421,Bubble,Night Shade,Ice Beam,5,5,3,50000
Luxray (Shadow),68,405,electric,none,138,99,118,1611912,19,1496,Snarl,Wild Charge,Psychic Fangs,4,3,5,75000
Pumpkaboo (Small),68,710,ghost,grass,115.1,116.8,119,1600115,50,1359,Astonish,Grass Knot,Foul Play,5,5,5,75000
Aggron (Shadow),67.8,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Graveler (Shadow),67.8,75,rock,ground,123.4,124.9,118,1819319,30.5,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Grotle,67.8,388,grass,none,118.3,116.1,138,1895093,30.5,1497,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Incineroar,67.8,727,fire,dark,125.8,106.9,132,1775070,18.5,1498,Snarl,Darkest Lariat,Blast Burn,5,4,3,10000
Magnemite,67.8,81,electric,steel,148.7,113.4,89,1501640,50,1495,Volt Switch,Magnet Bomb,Discharge,3,3,3,50000
Mightyena,67.8,262,dark,none,125.9,104.3,134,1759749,29,1491,Thunder Fang,Crunch,Poison Fang,8,7,1,10000
Stakataka,67.8,805,rock,steel,119.4,169.8,92,1865399,16.5,1498,Rock Throw,Stone Edge,Bulldoze,11,9,20,100000
Tangrowth (Shadow),67.8,465,grass,none,121.8,112,135,1842421,18.5,1498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Toxicroak,67.8,454,poison,fighting,136.6,91.5,131,1636876,22,1498,Counter,Mud Bomb,Shadow Ball,7,10,3,50000
Exeggutor (Alolan),67.7,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Herdier,67.7,507,normal,none,119.7,110.9,141,1871188,41.5,1497,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Prinplup (Shadow),67.7,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Breloom,67.5,286,grass,fighting,150.6,97.3,101,1480402,21,1493,Force Palm,Dynamic Punch,Grass Knot,5,5,3,50000
Chansey,67.5,113,normal,none,63,120.2,421,3188219,50,1418,Zen Headbutt,Hyper Beam,Psychic,14,10,5,75000
Escavalier,67.5,589,bug,steel,133.9,116.8,107,1673454,19.5,1499,Counter,Drill Run,Megahorn,8,10,3,50000
Floatzel,67.5,419,water,none,143.8,81.1,133,1551619,22.5,1494,Waterfall,Liquidation,Swift,6,5,3,50000
Rillaboom,67.5,812,grass,none,133.5,97.7,129,1681954,16.5,1499,Razor Leaf,Grass Knot,Earth Power,13,14,3,10000
Electrode (Shadow),67.4,101,electric,none,123.1,127.2,116,1816610,26.5,1496,Volt Switch,Discharge,Foul Play,3,3,3,50000
Fuecoco,67.4,909,fire,none,106.7,93.3,152,1513000,50,1274,Incinerate,Crunch,Flamethrower,3,3,3,10000
Lairon,67.4,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Claw,Rock Slide,Body Slam,7,5,1,10000
Nidorino,67.4,33,poison,none,124.2,103.7,140,1803300,46.5,1500,Poison Sting,Sludge Bomb,Dig,6,6,3,50000
